Scénario;Years;Parametre;Aéroport;Emission
S3: Tous leviers;03/08/2049;ACA 3;Secteur aéroportuaire wallon (SOWAER);38 244,49
S3: Tous leviers;04/08/2050;ACA 3;Secteur aéroportuaire wallon (SOWAER);38 834,17
S2: Sobriété;14/07/2022;ACA 3;Secteur aéroportuaire wallon (SOWAER);138 151,73
S2: Sobriété;15/07/2023;ACA 3;Secteur aéroportuaire wallon (SOWAER);134 711,96
S2: Sobriété;15/07/2024;ACA 3;Secteur aéroportuaire wallon (SOWAER);130 136,36
S2: Sobriété;16/07/2025;ACA 3;Secteur aéroportuaire wallon (SOWAER);123 156,49
S2: Sobriété;17/07/2026;ACA 3;Secteur aéroportuaire wallon (SOWAER);115 997,09
S2: Sobriété;18/07/2027;ACA 3;Secteur aéroportuaire wallon (SOWAER);109 013,35
S2: Sobriété;18/07/2028;ACA 3;Secteur aéroportuaire wallon (SOWAER);102 420,07
S2: Sobriété;19/07/2029;ACA 3;Secteur aéroportuaire wallon (SOWAER);96 186,43
S2: Sobriété;20/07/2030;ACA 3;Secteur aéroportuaire wallon (SOWAER);87 813,21
S2: Sobriété;21/07/2031;ACA 3;Secteur aéroportuaire wallon (SOWAER);80 556,07
S2: Sobriété;21/07/2032;ACA 3;Secteur aéroportuaire wallon (SOWAER);74 152,43
S2: Sobriété;22/07/2033;ACA 3;Secteur aéroportuaire wallon (SOWAER);68 411,17
S2: Sobriété;23/07/2034;ACA 3;Secteur aéroportuaire wallon (SOWAER);63 341,81
S2: Sobriété;24/07/2035;ACA 3;Secteur aéroportuaire wallon (SOWAER);53 842,30
S2: Sobriété;24/07/2036;ACA 3;Secteur aéroportuaire wallon (SOWAER);46 404,60
S2: Sobriété;25/07/2037;ACA 3;Secteur aéroportuaire wallon (SOWAER);40 557,94
S2: Sobriété;26/07/2038;ACA 3;Secteur aéroportuaire wallon (SOWAER);35 811,31
S2: Sobriété;27/07/2039;ACA 3;Secteur aéroportuaire wallon (SOWAER);31 937,31
S2: Sobriété;27/07/2040;ACA 3;Secteur aéroportuaire wallon (SOWAER);27 578,20
S2: Sobriété;28/07/2041;ACA 3;Secteur aéroportuaire wallon (SOWAER);25 188,07
S2: Sobriété;29/07/2042;ACA 3;Secteur aéroportuaire wallon (SOWAER);23 811,45
S2: Sobriété;30/07/2043;ACA 3;Secteur aéroportuaire wallon (SOWAER);22 938,60
S2: Sobriété;30/07/2044;ACA 3;Secteur aéroportuaire wallon (SOWAER);22 428,17
S2: Sobriété;31/07/2045;ACA 3;Secteur aéroportuaire wallon (SOWAER);22 034,73
S2: Sobriété;01/08/2046;ACA 3;Secteur aéroportuaire wallon (SOWAER);21 836,41
S2: Sobriété;02/08/2047;ACA 3;Secteur aéroportuaire wallon (SOWAER);21 682,75
S2: Sobriété;02/08/2048;ACA 3;Secteur aéroportuaire wallon (SOWAER);21 603,15
S2: Sobriété;03/08/2049;ACA 3;Secteur aéroportuaire wallon (SOWAER);21 505,26
S2: Sobriété;04/08/2050;ACA 3;Secteur aéroportuaire wallon (SOWAER);21 373,58
Business As Usual;14/07/2022;ACA 3;Liège;84 813,00
Business As Usual;15/07/2023;ACA 3;Liège;88 301,07
Business As Usual;15/07/2024;ACA 3;Liège;91 936,63
Business As Usual;16/07/2025;ACA 3;Liège;95 781,22
Business As Usual;17/07/2026;ACA 3;Liège;99 817,28
Business As Usual;18/07/2027;ACA 3;Liège;104 038,46
Business As Usual;18/07/2028;ACA 3;Liège;108 454,26
Business As Usual;19/07/2029;ACA 3;Liège;113 072,78
Business As Usual;20/07/2030;ACA 3;Liège;117 903,01
Business As Usual;21/07/2031;ACA 3;Liège;122 954,34
Business As Usual;21/07/2032;ACA 3;Liège;128 237,55
Business As Usual;22/07/2033;ACA 3;Liège;133 763,77
Business As Usual;23/07/2034;ACA 3;Liège;139 543,50
Business As Usual;24/07/2035;ACA 3;Liège;145 589,89
Business As Usual;24/07/2036;ACA 3;Liège;151 914,12
Business As Usual;25/07/2037;ACA 3;Liège;158 530,14
Business As Usual;26/07/2038;ACA 3;Liège;165 451,86
Business As Usual;27/07/2039;ACA 3;Liège;172 692,29
Business As Usual;27/07/2040;ACA 3;Liège;180 266,14
Business As Usual;28/07/2041;ACA 3;Liège;188 173,80
Business As Usual;29/07/2042;ACA 3;Liège;196 430,07
Business As Usual;30/07/2043;ACA 3;Liège;205 050,37
Business As Usual;30/07/2044;ACA 3;Liège;214 050,85
Business As Usual;31/07/2045;ACA 3;Liège;223 448,35
Business As Usual;01/08/2046;ACA 3;Liège;233 260,48
Business As Usual;02/08/2047;ACA 3;Liège;243 505,61
Business As Usual;02/08/2048;ACA 3;Liège;254 202,95
Business As Usual;03/08/2049;ACA 3;Liège;265 372,56
Business As Usual;04/08/2050;ACA 3;Liège;265 372,56
S0: Référence;14/07/2022;ACA 3;Liège;84 813,00
S0: Référence;15/07/2023;ACA 3;Liège;87 742,85
S0: Référence;15/07/2024;ACA 3;Liège;90 649,30
S0: Référence;16/07/2025;ACA 3;Liège;92 290,67
S0: Référence;17/07/2026;ACA 3;Liège;96 490,10
S0: Référence;18/07/2027;ACA 3;Liège;99 342,88
S0: Référence;18/07/2028;ACA 3;Liège;102 313,84
S0: Référence;19/07/2029;ACA 3;Liège;105 384,55
S0: Référence;20/07/2030;ACA 3;Liège;108 622,42
S0: Référence;21/07/2031;ACA 3;Liège;111 873,33
S0: Référence;21/07/2032;ACA 3;Liège;115 460,16
S0: Référence;22/07/2033;ACA 3;Liège;119 160,83
S0: Référence;23/07/2034;ACA 3;Liège;122 962,76
S0: Référence;24/07/2035;ACA 3;Liège;126 825,72
S0: Référence;24/07/2036;ACA 3;Liège;129 878,47
S0: Référence;25/07/2037;ACA 3;Liège;133 920,12
S0: Référence;26/07/2038;ACA 3;Liège;137 185,80
S0: Référence;27/07/2039;ACA 3;Liège;139 537,79
S0: Référence;27/07/2040;ACA 3;Liège;141 029,62
S0: Référence;28/07/2041;ACA 3;Liège;142 447,68
S0: Référence;29/07/2042;ACA 3;Liège;143 283,71
S0: Référence;30/07/2043;ACA 3;Liège;143 309,69
S0: Référence;30/07/2044;ACA 3;Liège;142 746,84
S0: Référence;31/07/2045;ACA 3;Liège;141 536,57
S0: Référence;01/08/2046;ACA 3;Liège;139 935,42
S0: Référence;02/08/2047;ACA 3;Liège;137 883,14
S0: Référence;02/08/2048;ACA 3;Liège;135 655,96
S0: Référence;03/08/2049;ACA 3;Liège;133 174,01
S0: Référence;04/08/2050;ACA 3;Liège;124 567,64
S1: Rupture technologique;14/07/2022;ACA 3;Liège;84 813,00
S1: Rupture technologique;15/07/2023;ACA 3;Liège;87 561,95
S1: Rupture technologique;15/07/2024;ACA 3;Liège;90 024,69
S1: Rupture technologique;16/07/2025;ACA 3;Liège;91 195,97
S1: Rupture technologique;17/07/2026;ACA 3;Liège;91 979,66
S1: Rupture technologique;18/07/2027;ACA 3;Liège;92 538,31
S1: Rupture technologique;18/07/2028;ACA 3;Liège;92 983,52
S1: Rupture technologique;19/07/2029;ACA 3;Liège;93 255,57
S1: Rupture technologique;20/07/2030;ACA 3;Liège;91 070,25
S1: Rupture technologique;21/07/2031;ACA 3;Liège;89 153,87
S1: Rupture technologique;21/07/2032;ACA 3;Liège;87 256,83
S1: Rupture technologique;22/07/2033;ACA 3;Liège;85 244,55
S1: Rupture technologique;23/07/2034;ACA 3;Liège;83 238,15
S1: Rupture technologique;24/07/2035;ACA 3;Liège;74 997,29
S1: Rupture technologique;24/07/2036;ACA 3;Liège;68 168,17
S1: Rupture technologique;25/07/2037;ACA 3;Liège;62 577,47
S1: Rupture technologique;26/07/2038;ACA 3;Liège;57 894,78
S1: Rupture technologique;27/07/2039;ACA 3;Liège;53 996,03
S1: Rupture technologique;27/07/2040;ACA 3;Liège;49 007,30
S1: Rupture technologique;28/07/2041;ACA 3;Liège;46 910,21
S1: Rupture technologique;29/07/2042;ACA 3;Liège;46 274,55
S1: Rupture technologique;30/07/2043;ACA 3;Liège;46 397,16
S1: Rupture technologique;30/07/2044;ACA 3;Liège;47 142,16
S1: Rupture technologique;31/07/2045;ACA 3;Liège;48 089,25
S1: Rupture technologique;01/08/2046;ACA 3;Liège;49 441,83
S1: Rupture technologique;02/08/2047;ACA 3;Liège;50 906,51
S1: Rupture technologique;02/08/2048;ACA 3;Liège;52 585,63
S1: Rupture technologique;03/08/2049;ACA 3;Liège;54 260,81
S1: Rupture technologique;04/08/2050;ACA 3;Liège;53 406,28
S3: Tous leviers;14/07/2022;ACA 3;Liège;84 813,00
S3: Tous leviers;15/07/2023;ACA 3;Liège;86 538,59
S3: Tous leviers;15/07/2024;ACA 3;Liège;87 964,79
S3: Tous leviers;16/07/2025;ACA 3;Liège;88 104,56
S3: Tous leviers;17/07/2026;ACA 3;Liège;87 883,71
S3: Tous leviers;18/07/2027;ACA 3;Liège;87 475,62
S3: Tous leviers;18/07/2028;ACA 3;Liège;86 990,61
S3: Tous leviers;19/07/2029;ACA 3;Liège;86 377,29
S3: Tous leviers;20/07/2030;ACA 3;Liège;83 501,80
S3: Tous leviers;21/07/2031;ACA 3;Liège;80 932,59
S3: Tous leviers;21/07/2032;ACA 3;Liège;78 434,11
S3: Tous leviers;22/07/2033;ACA 3;Liège;75 884,93
S3: Tous leviers;23/07/2034;ACA 3;Liège;73 387,55
S3: Tous leviers;24/07/2035;ACA 3;Liège;65 270,21
S3: Tous leviers;24/07/2036;ACA 3;Liège;58 524,52
S3: Tous leviers;25/07/2037;ACA 3;Liège;52 962,19
S3: Tous leviers;26/07/2038;ACA 3;Liège;48 263,58
S3: Tous leviers;27/07/2039;ACA 3;Liège;44 302,19
S3: Tous leviers;27/07/2040;ACA 3;Liège;39 369,88
S3: Tous leviers;28/07/2041;ACA 3;Liège;36 903,11
S3: Tous leviers;29/07/2042;ACA 3;Liège;35 688,67
S3: Tous leviers;30/07/2043;ACA 3;Liège;35 130,56
S3: Tous leviers;30/07/2044;ACA 3;Liège;35 085,76
S3: Tous leviers;31/07/2045;ACA 3;Liège;35 198,89
S3: Tous leviers;01/08/2046;ACA 3;Liège;35 628,70
S3: Tous leviers;02/08/2047;ACA 3;Liège;36 140,46
S3: Tous leviers;02/08/2048;ACA 3;Liège;36 793,05
S3: Tous leviers;03/08/2049;ACA 3;Liège;37 425,67
S3: Tous leviers;04/08/2050;ACA 3;Liège;38 002,35
S2: Sobriété;14/07/2022;ACA 3;Liège;84 813,00
S2: Sobriété;15/07/2023;ACA 3;Liège;84 929,44
S2: Sobriété;15/07/2024;ACA 3;Liège;84 718,00
S2: Sobriété;16/07/2025;ACA 3;Liège;83 218,46
S2: Sobriété;17/07/2026;ACA 3;Liège;81 391,08
S2: Sobriété;18/07/2027;ACA 3;Liège;79 424,03
S2: Sobriété;18/07/2028;ACA 3;Liège;77 424,99
S2: Sobriété;19/07/2029;ACA 3;Liège;75 354,37
S2: Sobriété;20/07/2030;ACA 3;Liège;71 343,85
S2: Sobriété;21/07/2031;ACA 3;Liège;67 712,68
S2: Sobriété;21/07/2032;ACA 3;Liège;64 249,53
S2: Sobriété;22/07/2033;ACA 3;Liège;60 853,55
S2: Sobriété;23/07/2034;ACA 3;Liège;57 604,75
S2: Sobriété;24/07/2035;ACA 3;Liège;50 001,84
S2: Sobriété;24/07/2036;ACA 3;Liège;43 766,50
S2: Sobriété;25/07/2037;ACA 3;Liège;38 674,76
S2: Sobriété;26/07/2038;ACA 3;Liège;34 412,66
S2: Sobriété;27/07/2039;ACA 3;Liège;30 846,09
S2: Sobriété;27/07/2040;ACA 3;Liège;26 744,73
S2: Sobriété;28/07/2041;ACA 3;Liège;24 493,78
S2: Sobriété;29/07/2042;ACA 3;Liège;23 166,64
S2: Sobriété;30/07/2043;ACA 3;Liège;22 315,44
S2: Sobriété;30/07/2044;ACA 3;Liège;21 813,02
S2: Sobriété;31/07/2045;ACA 3;Liège;21 421,64
S2: Sobriété;01/08/2046;ACA 3;Liège;21 221,54
S2: Sobriété;02/08/2047;ACA 3;Liège;21 064,55
S2: Sobriété;02/08/2048;ACA 3;Liège;20 980,99
S2: Sobriété;03/08/2049;ACA 3;Liège;20 878,88
S2: Sobriété;04/08/2050;ACA 3;Liège;20 742,89
Business As Usual;2022;ACA 3;Charleroi;53 338,72
Business As Usual;2023;ACA 3;Charleroi;54 618,85
Business As Usual;2024;ACA 3;Charleroi;55 929,71
Business As Usual;2025;ACA 3;Charleroi;57 272,02
Business As Usual;2026;ACA 3;Charleroi;58 646,55
Business As Usual;2027;ACA 3;Charleroi;60 054,07
Business As Usual;2028;ACA 3;Charleroi;61 495,36
Business As Usual;2029;ACA 3;Charleroi;62 971,25
Business As Usual;2030;ACA 3;Charleroi;64 482,56
Business As Usual;2031;ACA 3;Charleroi;66 030,14
Business As Usual;2032;ACA 3;Charleroi;67 614,87
Business As Usual;2033;ACA 3;Charleroi;69 237,62
Business As Usual;2034;ACA 3;Charleroi;70 899,33
Business As Usual;2035;ACA 3;Charleroi;72 600,91
Business As Usual;2036;ACA 3;Charleroi;74 343,33
Business As Usual;2037;ACA 3;Charleroi;76 127,57
Business As Usual;2038;ACA 3;Charleroi;77 954,63
Business As Usual;2039;ACA 3;Charleroi;79 825,54
Business As Usual;2040;ACA 3;Charleroi;81 741,36
Business As Usual;2041;ACA 3;Charleroi;83 703,15
Business As Usual;2042;ACA 3;Charleroi;85 712,03
Business As Usual;2043;ACA 3;Charleroi;87 769,11
Business As Usual;2044;ACA 3;Charleroi;89 875,57
Business As Usual;2045;ACA 3;Charleroi;92 032,59
Business As Usual;2046;ACA 3;Charleroi;94 241,37
Business As Usual;2047;ACA 3;Charleroi;96 503,16
Business As Usual;2048;ACA 3;Charleroi;98 819,24
Business As Usual;2049;ACA 3;Charleroi;101 190,90
Business As Usual;2050;ACA 3;Charleroi;103 619,48
S0: Référence;2022;ACA 3;Charleroi;53 338,72
S0: Référence;2023;ACA 3;Charleroi;50 358,60
S0: Référence;2024;ACA 3;Charleroi;46 533,87
S0: Référence;2025;ACA 3;Charleroi;42 159,56
S0: Référence;2026;ACA 3;Charleroi;37 600,37
S0: Référence;2027;ACA 3;Charleroi;33 059,92
S0: Référence;2028;ACA 3;Charleroi;28 713,44
S0: Référence;2029;ACA 3;Charleroi;24 601,08
S0: Référence;2030;ACA 3;Charleroi;20 805,39
S0: Référence;2031;ACA 3;Charleroi;17 354,68
S0: Référence;2032;ACA 3;Charleroi;14 464,18
S0: Référence;2033;ACA 3;Charleroi;12 077,81
S0: Référence;2034;ACA 3;Charleroi;10 102,45
S0: Référence;2035;ACA 3;Charleroi;8 477,30
S0: Référence;2036;ACA 3;Charleroi;7 123,77
S0: Référence;2037;ACA 3;Charleroi;6 010,91
S0: Référence;2038;ACA 3;Charleroi;5 082,61
S0: Référence;2039;ACA 3;Charleroi;4 318,61
S0: Référence;2040;ACA 3;Charleroi;3 675,86
S0: Référence;2041;ACA 3;Charleroi;3 150,05
S0: Référence;2042;ACA 3;Charleroi;2 758,34
S0: Référence;2043;ACA 3;Charleroi;2 439,47
S0: Référence;2044;ACA 3;Charleroi;2 180,72
S0: Référence;2045;ACA 3;Charleroi;1 971,61
S0: Référence;2046;ACA 3;Charleroi;1 803,49
S0: Référence;2047;ACA 3;Charleroi;1 669,26
S0: Référence;2048;ACA 3;Charleroi;1 563,04
S0: Référence;2049;ACA 3;Charleroi;1 480,03
S0: Référence;2050;ACA 3;Charleroi;1 416,23
S1: Rupture technologique;2022;ACA 3;Charleroi;53 338,72
S1: Rupture technologique;2023;ACA 3;Charleroi;50 268,32
S1: Rupture technologique;2024;ACA 3;Charleroi;46 164,83
S1: Rupture technologique;2025;ACA 3;Charleroi;40 677,06
S1: Rupture technologique;2026;ACA 3;Charleroi;35 159,63
S1: Rupture technologique;2027;ACA 3;Charleroi;29 868,01
S1: Rupture technologique;2028;ACA 3;Charleroi;24 982,20
S1: Rupture technologique;2029;ACA 3;Charleroi;20 558,19
S1: Rupture technologique;2030;ACA 3;Charleroi;16 031,16
S1: Rupture technologique;2031;ACA 3;Charleroi;12 317,66
S1: Rupture technologique;2032;ACA 3;Charleroi;9 462,63
S1: Rupture technologique;2033;ACA 3;Charleroi;7 296,54
S1: Rupture technologique;2034;ACA 3;Charleroi;5 653,44
S1: Rupture technologique;2035;ACA 3;Charleroi;3 836,69
S1: Rupture technologique;2036;ACA 3;Charleroi;2 655,02
S1: Rupture technologique;2037;ACA 3;Charleroi;1 916,89
S1: Rupture technologique;2038;ACA 3;Charleroi;1 455,06
S1: Rupture technologique;2039;ACA 3;Charleroi;1 177,90
S1: Rupture technologique;2040;ACA 3;Charleroi;969,93
S1: Rupture technologique;2041;ACA 3;Charleroi;867,33
S1: Rupture technologique;2042;ACA 3;Charleroi;854,47
S1: Rupture technologique;2043;ACA 3;Charleroi;861,19
S1: Rupture technologique;2044;ACA 3;Charleroi;876,46
S1: Rupture technologique;2045;ACA 3;Charleroi;895,33
S1: Rupture technologique;2046;ACA 3;Charleroi;916,15
S1: Rupture technologique;2047;ACA 3;Charleroi;937,95
S1: Rupture technologique;2048;ACA 3;Charleroi;960,41
S1: Rupture technologique;2049;ACA 3;Charleroi;983,44
S1: Rupture technologique;2050;ACA 3;Charleroi;1 007,04
S3: Tous leviers;2022;ACA 3;Charleroi;53 338,72
S3: Tous leviers;2023;ACA 3;Charleroi;50 242,44
S3: Tous leviers;2024;ACA 3;Charleroi;46 185,79
S3: Tous leviers;2025;ACA 3;Charleroi;40 886,39
S3: Tous leviers;2026;ACA 3;Charleroi;35 626,86
S3: Tous leviers;2027;ACA 3;Charleroi;30 608,35
S3: Tous leviers;2028;ACA 3;Charleroi;25 967,87
S3: Tous leviers;2029;ACA 3;Charleroi;21 734,10
S3: Tous leviers;2030;ACA 3;Charleroi;17 290,07
S3: Tous leviers;2031;ACA 3;Charleroi;13 580,72
S3: Tous leviers;2032;ACA 3;Charleroi;10 562,79
S3: Tous leviers;2033;ACA 3;Charleroi;8 185,46
S3: Tous leviers;2034;ACA 3;Charleroi;6 372,73
S3: Tous leviers;2035;ACA 3;Charleroi;4 419,76
S3: Tous leviers;2036;ACA 3;Charleroi;3 143,32
S3: Tous leviers;2037;ACA 3;Charleroi;2 293,54
S3: Tous leviers;2038;ACA 3;Charleroi;1 724,15
S3: Tous leviers;2039;ACA 3;Charleroi;1 352,53
S3: Tous leviers;2040;ACA 3;Charleroi;1 045,43
S3: Tous leviers;2041;ACA 3;Charleroi;876,65
S3: Tous leviers;2042;ACA 3;Charleroi;815,21
S3: Tous leviers;2043;ACA 3;Charleroi;788,44
S3: Tous leviers;2044;ACA 3;Charleroi;779,76
S3: Tous leviers;2045;ACA 3;Charleroi;779,51
S3: Tous leviers;2046;ACA 3;Charleroi;785,62
S3: Tous leviers;2047;ACA 3;Charleroi;795,06
S3: Tous leviers;2048;ACA 3;Charleroi;806,37
S3: Tous leviers;2049;ACA 3;Charleroi;818,81
S3: Tous leviers;2050;ACA 3;Charleroi;831,83
S2: Sobriété;2022;ACA 3;Charleroi;53 338,72
S2: Sobriété;2023;ACA 3;Charleroi;49 782,52
S2: Sobriété;2024;ACA 3;Charleroi;45 418,35
S2: Sobriété;2025;ACA 3;Charleroi;39 938,03
S2: Sobriété;2026;ACA 3;Charleroi;34 606,00
S2: Sobriété;2027;ACA 3;Charleroi;29 589,32
S2: Sobriété;2028;ACA 3;Charleroi;24 995,08
S2: Sobriété;2029;ACA 3;Charleroi;20 832,05
S2: Sobriété;2030;ACA 3;Charleroi;16 469,36
S2: Sobriété;2031;ACA 3;Charleroi;12 843,38
S2: Sobriété;2032;ACA 3;Charleroi;9 902,91
S2: Sobriété;2033;ACA 3;Charleroi;7 557,62
S2: Sobriété;2034;ACA 3;Charleroi;5 737,06
S2: Sobriété;2035;ACA 3;Charleroi;3 840,46
S2: Sobriété;2036;ACA 3;Charleroi;2 638,11
S2: Sobriété;2037;ACA 3;Charleroi;1 883,18
S2: Sobriété;2038;ACA 3;Charleroi;1 398,65
S2: Sobriété;2039;ACA 3;Charleroi;1 091,22
S2: Sobriété;2040;ACA 3;Charleroi;833,47
S2: Sobriété;2041;ACA 3;Charleroi;694,29
S2: Sobriété;2042;ACA 3;Charleroi;644,81
S2: Sobriété;2043;ACA 3;Charleroi;623,17
S2: Sobriété;2044;ACA 3;Charleroi;615,15
S2: Sobriété;2045;ACA 3;Charleroi;613,09
S2: Sobriété;2046;ACA 3;Charleroi;614,87
S2: Sobriété;2047;ACA 3;Charleroi;618,20
S2: Sobriété;2048;ACA 3;Charleroi;622,16
S2: Sobriété;2049;ACA 3;Charleroi;626,37
S2: Sobriété;2050;ACA 3;Charleroi;630,69
Business As Usual;14/07/2022;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 652 985,51
Business As Usual;15/07/2023;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 708 255,11
Business As Usual;15/07/2024;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 765 474,39
Business As Usual;16/07/2025;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 825 998,01
Business As Usual;17/07/2026;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 889 337,81
Business As Usual;18/07/2027;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 955 262,03
Business As Usual;18/07/2028;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 023 903,93
Business As Usual;19/07/2029;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 095 359,32
Business As Usual;20/07/2030;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 169 740,48
Business As Usual;21/07/2031;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 247 164,00
Business As Usual;21/07/2032;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 327 774,11
Business As Usual;22/07/2033;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 411 717,81
Business As Usual;23/07/2034;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 499 122,07
Business As Usual;24/07/2035;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 590 169,69
Business As Usual;24/07/2036;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 684 991,23
Business As Usual;25/07/2037;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 783 776,36
Business As Usual;26/07/2038;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 886 706,26
Business As Usual;27/07/2039;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 993 934,80
Business As Usual;27/07/2040;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 105 648,00
Business As Usual;28/07/2041;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 221 691,37
Business As Usual;29/07/2042;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 342 237,12
Business As Usual;30/07/2043;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 467 464,44
Business As Usual;30/07/2044;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 597 559,75
Business As Usual;31/07/2045;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 732 717,02
Business As Usual;01/08/2046;ACA 4;Secteur aéroportuaire wallon (SOWAER);3 873 138,09
Business As Usual;02/08/2047;ACA 4;Secteur aéroportuaire wallon (SOWAER);4 019 032,96
Business As Usual;02/08/2048;ACA 4;Secteur aéroportuaire wallon (SOWAER);4 170 620,13
Business As Usual;03/08/2049;ACA 4;Secteur aéroportuaire wallon (SOWAER);4 328 101,76
Business As Usual;04/08/2050;ACA 4;Secteur aéroportuaire wallon (SOWAER);4 349 120,20
S0: Référence;14/07/2022;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 652 985,51
S0: Référence;15/07/2023;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 671 486,86
S0: Référence;15/07/2024;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 685 274,12
S0: Référence;16/07/2025;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 696 120,82
S0: Référence;17/07/2026;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 709 296,59
S0: Référence;18/07/2027;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 722 347,18
S0: Référence;18/07/2028;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 738 339,84
S0: Référence;19/07/2029;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 758 459,13
S0: Référence;20/07/2030;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 783 774,58
S0: Référence;21/07/2031;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 814 821,23
S0: Référence;21/07/2032;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 853 859,20
S0: Référence;22/07/2033;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 900 374,33
S0: Référence;23/07/2034;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 953 648,31
S0: Référence;24/07/2035;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 013 147,43
S0: Référence;24/07/2036;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 077 543,31
S0: Référence;25/07/2037;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 148 367,83
S0: Référence;26/07/2038;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 201 232,80
S0: Référence;27/07/2039;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 234 813,89
S0: Référence;27/07/2040;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 248 631,61
S0: Référence;28/07/2041;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 243 281,10
S0: Référence;29/07/2042;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 218 968,49
S0: Référence;30/07/2043;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 176 597,65
S0: Référence;30/07/2044;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 117 974,93
S0: Référence;31/07/2045;ACA 4;Secteur aéroportuaire wallon (SOWAER);2 044 935,95
S0: Référence;01/08/2046;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 959 841,41
S0: Référence;02/08/2047;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 864 849,74
S0: Référence;02/08/2048;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 762 482,98
S0: Référence;03/08/2049;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 654 857,31
S0: Référence;04/08/2050;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 472 359,06
S1: Rupture technologique;14/07/2022;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 652 985,51
S1: Rupture technologique;15/07/2023;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 670 065,69
S1: Rupture technologique;15/07/2024;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 677 669,72
S1: Rupture technologique;16/07/2025;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 647 075,51
S1: Rupture technologique;17/07/2026;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 612 197,83
S1: Rupture technologique;18/07/2027;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 574 850,39
S1: Rupture technologique;18/07/2028;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 536 756,39
S1: Rupture technologique;19/07/2029;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 498 936,07
S1: Rupture technologique;20/07/2030;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 404 960,02
S1: Rupture technologique;21/07/2031;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 317 616,57
S1: Rupture technologique;21/07/2032;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 237 243,54
S1: Rupture technologique;22/07/2033;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 162 570,21
S1: Rupture technologique;23/07/2034;ACA 4;Secteur aéroportuaire wallon (SOWAER);1 092 533,96
S1: Rupture technologique;24/07/2035;ACA 4;Secteur aéroportuaire wallon (SOWAER);879 487,06
